Musical,Song,Text
Company,Another Hundred People,"This is really exciting, Kathy, fascinating"
Company,Another Hundred People,"Robert, you’re awful"
Company,Another Hundred People,"You come here a lot, huh?"
Company,Another Hundred People,Terrific
Company,Another Hundred People,"Hey, maybe next we could go watch a haircut"
Company,Another Hundred People,You cannot bare that with a big party going on
Company,Another Hundred People,I talked you into coming here with me
Company,Another Hundred People,A party? What p—
Company,Another Hundred People,"Oh, that party"
Company,Another Hundred People,"Oh, yeah, I’d completely forgotten about that party"
Company,Another Hundred People,"But hey, maybe we can still make it"
Company,Another Hundred People,"Robert, try to enjoy this"
Company,Another Hundred People,Imagine being in a tiny quiet little pocket of a park
Company,Another Hundred People,"Right here, in the middle of the busy, noisy East 50’s"
Company,Another Hundred People,A part that’s simple and pretty
Company,Another Hundred People,That waterfall on the wall over there?
Company,Another Hundred People,It always makes me ache to be back at the cape
Company,Another Hundred People,"You are some piece of work, lady"
Company,Another Hundred People,What I am is like this park here
Company,Another Hundred People,Out of place
Company,Another Hundred People,You are like this park
Company,Another Hundred People,Very lovely
Company,Another Hundred People,Very
Company,Another Hundred People,I’ve never let you know
Company,Another Hundred People,"What a good, good man I think you are"
Company,Another Hundred People,And how much you’ve met Robert
Company,Another Hundred People,I brought you here because...
Company,Another Hundred People,I wanted to tell you alone
Company,Another Hundred People,I’m moving back up to cape cod
Company,Another Hundred People,I’m getting married
Company,Another Hundred People,Married?
Company,Another Hundred People,"Well, yeah, some people still get married, y’know"
